entity,thing,typee
Nicolas Sarkozy Biography, Andrée Jeanne,mother
Nicolas Sarkozy Biography," Caroline Sarközy de Nagy-Bocsa, François Sarközy de Nagy-Bocsa, Guillaume Sarkozy, Olivier Sarkozy",siblings
Nicolas Sarkozy Biography," Giulia, Jean, Louis, Pierre",children
Mauricio Macri Biography, Yvonne Bordeu (1981–1991) Isabel Menditeguy,Spouse/Ex-
Mauricio Macri Biography, Francisco Macri,father
Mauricio Macri Biography," Agustina, Antonia, Francisco, Jimena",children
Pablo Neruda Biography," del Carril, Maryka Antonieta Hagenaar Vogelzang",Spouse/Ex-
Pablo Neruda Biography, José del Carmen Reyes Morales,father
Pablo Neruda Biography, Rosa Basoalto,mother
Pablo Neruda Biography, Rodolfo,siblings
Pablo Neruda Biography, Malva Marina Trinidad,children
Uday Hussein Biography," Nada, Saja, Sevim Torun, Suha",Spouse/Ex-
Uday Hussein Biography, Saddam Hussein,father
Uday Hussein Biography, Sajida Talfah,mother
Uday Hussein Biography," Hala Hussein, Qusay Hussein, Raghad Hussein, Rana Hussein",siblings
Benjamin Disraeli Biography, Mary Anne Wyndham Lewis,Spouse/Ex-
Benjamin Disraeli Biography, Isaac D’Israeli,father
Benjamin Disraeli Biography, Maria Basevi,mother
Viktor Orbán Biography, Anikó Lévai (m. 1986),Spouse/Ex-
Viktor Orbán Biography, Győző Bálint Orbán,father
Viktor Orbán Biography, Erzsébet Sípos,mother
Viktor Orbán Biography," Áron Orbán, Győző Orbán",siblings
Viktor Orbán Biography," Flóra Orbán, Gáspár Orbán, Ráhel Orbán, Róza Orbán, Sára Orbán",children
Huey Long Biography, Rose McConnell Long,Spouse/Ex-
Huey Long Biography, Huey Pierce Long Sr.,father
Huey Long Biography, Palestine Tison,mother
Huey Long Biography," Earl Long, George S. Long",siblings
Huey Long Biography," Palmer Long, Palmer Reid Long, Rose McConnell Long McFarland, Russell B. Long",children
Cyril Ramaphosa Biography," Tshepo Motsepe, Nomazizi Mtshotshisa.",Spouse/Ex-
Cyril Ramaphosa Biography, Samuel Ramaphosa,father
Cyril Ramaphosa Biography, Erdmuth,mother
Arvind Kejriwal Biography, Sunita,Spouse/Ex-
Arvind Kejriwal Biography, Gobind Ram Kejriwal,father
Arvind Kejriwal Biography, Gita Devi,mother
Arvind Kejriwal Biography, Ranjana and Manoj,siblings
Arvind Kejriwal Biography," Harshita, Pulkit",children
Oswald Mosley Biography," Lady Cynthia Mosley (m. 1920–1933), Diana Mitford (m. 1936–1980)",Spouse/Ex-
Oswald Mosley Biography, Sir Oswald Mosley,father
Oswald Mosley Biography, Katharine Maud Edwards-Heathcote,mother
Oswald Mosley Biography," Max Mosley, Michael Mosley, Nicholas Mosley, Oswald Alexander Mosley, Vivien Mosley",children
Silvio Berlusconi Biography, Veronica Lario (m. 1990–2010),Spouse/Ex-
Silvio Berlusconi Biography, Luigi Berlusconi (1908–1989),father
Silvio Berlusconi Biography, Rosa Bossi (1911–2008),mother
Silvio Berlusconi Biography," Maria Francesca Antonietta Berlusconi, Paolo Berlusconi",siblings
Silvio Berlusconi Biography," Barbara Berlusconi, Eleonora Berlusconi, Luigi Berlusconi, Marina Berlusconi, Pier Silvio Berlusconi",children
Tim Kaine Biography, Anne Holton (m. 1984),Spouse/Ex-
Tim Kaine Biography," Albert Alexander Kaine, Jr",father
Tim Kaine Biography, Mary Kathleen,mother
Tim Kaine Biography," Annella Kaine, Nat Kaine, Woody Kaine",children
Chris Christie Biography, Mary Pat,Spouse/Ex-
Chris Christie Biography, Wilbur James Christie,father
Chris Christie Biography, Sondra Grasso,mother
Chris Christie Biography," Andrew Christie, Bridget Christie, Patrick Christie, Sarah Christie",children
Henry Clay Biography, Lucretia Hart Clay,Spouse/Ex-
Henry Clay Biography, John Clay,father
Henry Clay Biography, Elizabeth Hudson Watkins,mother
Henry Clay Biography," Anne Clay, Eliza Clay, Henrietta Clay, Henry Clay Jr., James Brown Clay, John Morrison Clay, Laura Clay, Lucretia Clay, Susan Clay, Thomas Clay",children
Booker T. Washington Biography," Fannie Smith, Margaret James Murray, Olivia A. Davidson",Spouse/Ex-
Booker T. Washington Biography, Washington Ferguson,father
Booker T. Washington Biography, Jane Ferguson,mother
Booker T. Washington Biography," Amanda Ferguson Johnston, James Ferguson, John Washington",siblings
Booker T. Washington Biography," Booker T. Washington Jr., Ernest Davidson Washington, Portia M. Washington",children
John C. Calhoun Biography, Floride Calhoun,Spouse/Ex-
John C. Calhoun Biography, Anna Maria Calhoun Clemson,children
Harold Macmillan Biography, Lady Dorothy Macmillan (m. 1920–1966),Spouse/Ex-
Harold Macmillan Biography, Maurice Crawford Macmillan (1853–1936),father
Harold Macmillan Biography, Helen (Nellie) Artie Tarleton Belles,mother
Harold Macmillan Biography," Arthur, Daniel",siblings
Harold Macmillan Biography," Lady Caroline Faber, Maurice Macmillan",children
Mahinda Rajapaksa Biography, Shiranthi Rajapaksa,Spouse/Ex-
Mahinda Rajapaksa Biography, D. A. Rajapaksa,father
Mahinda Rajapaksa Biography," Basil Rajapaksa, Chamal Rajapaksa, Gotabhaya Rajapaksa",siblings
Mahinda Rajapaksa Biography," Namal Rajapaksa, Rohitha Rajapaksa, Yoshitha Rajapaksa",children
Georgy Malenkov Biography, Valeriya Golubtsova,Spouse/Ex-
Georgy Malenkov Biography, Maksimilian Malenkov,father
Georgy Malenkov Biography, Anastasiya Shemiakina,mother
Morarji Desai Biography, Gujraben,Spouse/Ex-
Rajendra Prasad Biography, Rajvanshi Devi,Spouse/Ex-
Rajendra Prasad Biography, Mahadev Sahai,father
Rajendra Prasad Biography, Kamleshwari Dev,mother
Rajendra Prasad Biography, Mrityunjaya Prasad,children
P. V. Narasimha Rao Biography, Satyamma,Spouse/Ex-
Bob Hawke Biography, Hazel Hawke,Spouse/Ex-
Bob Hawke Biography, Clem Hawke,father
Bob Hawke Biography, Edith Hawke,mother
Bob Hawke Biography," Robert Hawke Jr., Roslyn Hawke, Stephen Hawke, Susan Pieters-Hawke",children
Imelda Marcos Biography, Ferdinand Marcos,Spouse/Ex-
Imelda Marcos Biography, icente Orestes Romuáldez,father
Imelda Marcos Biography, Remedios Trinidad,mother
Imelda Marcos Biography," Alfredo Trinidad Romualdez, Alita Trinidad Romualdez, Armando Trinidad Romualdez, Benjamin Trinidad Romualdez, Concepcion Trinidad Romualdez",siblings
Imelda Marcos Biography," Aimee Marcos, Ferdinand Marcos, Imee Marcos, Irene Marcos-Araneta, Jr.",children
Clement Attlee Biography," Countess Attlee, Violet Attlee",Spouse/Ex-
Clement Attlee Biography, Henry Attlee,father
Clement Attlee Biography, Ellen Bravery Watson,mother
Clement Attlee Biography, Thomas Attlee,siblings
Clement Attlee Biography," 2nd Earl Attlee, Alison Elizabeth Attlee, Janet Helen Attlee, Lady Felicity Ann Attlee, Martin Attlee",children
Rand Paul Biography, Kelley Paul (m. 1990),Spouse/Ex-
Rand Paul Biography, Ron Paul,father
Rand Paul Biography, Carol Wells,mother
Rand Paul Biography," Joy LeBlanc, Lori, Pyeatt, Ronnie",siblings
Rand Paul Biography," Duncan, Robert, William",children
Rutherford B. Hayes Biography, Lucy Webb Hayes,Spouse/Ex-
Rutherford B. Hayes Biography, Rutherford Hayes,father
Rutherford B. Hayes Biography, Sophia Birchard,mother
Rutherford B. Hayes Biography," Birchard Austin Hayes, Fanny Hayes, George Crook Hayes, Joseph Thompson Hayes, Manning Force Hayes, Rutherford Platt Hayes, Scott Russell Hayes, Webb Hayes",children
Gordon Brown Biography, Sarah Brown,Spouse/Ex-
Gordon Brown Biography, John Ebenezer Brown,father
Gordon Brown Biography, Jessie Elizabeth Brown,mother
Gordon Brown Biography," Andrew Brown, John Brown",siblings
Gordon Brown Biography," James Fraser Brown, Jennifer Jane Brown, John Macaulay Brown",children
Jean-Claude Juncker Biography, Christiane Frising (m. 1979),Spouse/Ex-
Jean-Claude Juncker Biography, Joseph Juncker,father
Jean-Claude Juncker Biography, Marguerite Juncker,mother
"Arthur Wellesley, 1st Duke of Wellington Biography", Catherine Pakenham,Spouse/Ex-
"Arthur Wellesley, 1st Duke of Wellington Biography"," Garret Wesley, 1st Earl of Mornington",father
"Arthur Wellesley, 1st Duke of Wellington Biography", Anne,mother
"Arthur Wellesley, 1st Duke of Wellington Biography"," Arthur, Charles",children
Bal Gangadhar Tilak Biography, Gangadhar Shastri,father
Bal Gangadhar Tilak Biography, Paravti Bai Gangadhar,mother
Chester A. Arthur Biography, Ellen Herndon,Spouse/Ex-
Chester A. Arthur Biography, William Arthur,father
Chester A. Arthur Biography, Malvina Stone,mother
Chester A. Arthur Biography, Mary McElroy,siblings
Jerry Springer Biography, Micki Velton,Spouse/Ex-
Jerry Springer Biography, Richard Springer,father
Jerry Springer Biography, Margot Kallmann,mother
Jerry Springer Biography, Evelyn,siblings
Jerry Springer Biography, Katie,children
Khalifa bin Zayed Al Nahyan Biography, Shamsa bint Suhail Al Mazrouei (1964),Spouse/Ex-
Khalifa bin Zayed Al Nahyan Biography, Zayed bin Sultan Al Nahyan,father
Khalifa bin Zayed Al Nahyan Biography, Hassa bint Mohammed bin Khalifa Al Nahyan,mother
Khalifa bin Zayed Al Nahyan Biography," Abdullah bin Zayed Al Nahyan, Ahmed bin Zayed Al Nahyan, Al Yazia bint Zayed Al Nahyan, Dana Amari bint Zayed Al Nahyan, Dhiab bin Zayed Al Nahyan, Falah bin Zayed Al Nahyan, Hamdan Bin Zayed Al Nahyan, Hamed bin Zayed Al Nahyan, Hazza Bin Zayed Al Nahyan, Issa bin Zayed Al Nahyan, Khalid bin Zayed Al Nahyan, Latifa bint Zayed Al Nahyan, Maitha bint Zayed bin Sultan Al Nahyan, Mohammed bin Zayed Al Nahyan, Mouza bint Zayed Al Nahyan, Nahyan bin Zayed Al Nahyan, Nasser bin Zayed Al Nahyan, Omar bin Zayed Al Nahyan, Roda bint Zayed Al Nahyan, Saeed bin Zayed Al Nahyan, Saif bin Zayed Al Nahyan, Shaikha bint Zayed bin Sultan Al Nahyan, Shamma bint Zayed Al Nahyan, Shamsa bint Zayed Al Nahyan, Sheikh Mansour, Sultan bin Zayed bin Sultan Al Nahyan, Tahnoon bin Zayed bin Sultan Al Nahyan, Wadeema bint Zayed Al Nahyan",siblings
Khalifa bin Zayed Al Nahyan Biography," Lateefa bint Khalifa bin Zayed Al Nahyan, Mohammed bin Khalifa bin Zayed Al Nahyan, Mouza bint Zayed Al Nahyan, Osha bint Zayed Al Nahyan, Salama bint Khalifa bin Zayed Al Nahyan, Shamma bint Khalifa bin Zayed Al Nahyan, Sheikha bint Zayed Al Nahyan, Sultan bin Khalifa Al Nahyan",children
Harvey Milk Biography, William Milk,father
Harvey Milk Biography, Minerva Karns Milk,mother
Harvey Milk Biography, Robert Milk,siblings
Martin Bormann Biography," Gerda Buch, Manja Behrens",Spouse/Ex-
Martin Bormann Biography, Theodor Bormann,father
Martin Bormann Biography, Antonie Bernhardine Mennong,mother
Martin Bormann Biography, Albert Bormann,siblings
Martin Bormann Biography," Ehrengard Bormann, Eva Ute Bormann, Fred Hartmut Bormann, Gerda Bormann, Heinrich Hugo Bormann, Ilse Bormann, Irmgard Bormann, Martin Adolf Bormann, Rudolf Gerhard Bormann, Volker Bormann",children
Benjamin Harrison Biography," Caroline Scott (1853–1892; her death), Mary Scott (1896–1901; his death)",Spouse/Ex-
Benjamin Harrison Biography, John Scott Harrison,father
Benjamin Harrison Biography, Elizabeth Ramsey Irwin Harrison,mother
Benjamin Harrison Biography, Irwin,siblings
Benjamin Harrison Biography," Elizabeth, Mary, Russell",children
Leo Varadkar Biography, Ashok Varadkar,father
Leo Varadkar Biography, Miriam Varadkar,mother
Leo Varadkar Biography," Sonia Varadkar, Sophie Varadkar",siblings
Kim Jong-il Biography," Kim Ok, Kim Young-sook, Ko Yong-hui, Song Hye-rim",Spouse/Ex-
Kim Jong-il Biography, Kim Il-sung,father
Kim Jong-il Biography, Kim Jong-suk,mother
Kim Jong-il Biography, Kim Kyong-Jin,siblings
Kim Jong-il Biography," Kim Jong-chul, Kim Jong-nam, Kim Jong-un, Kim Sul-song, Kim Yo-jong",children
Sam Houston Biography," Diana Rogers Gentry, Eliza Allen, Margaret Moffette Lee",Spouse/Ex-
Sam Houston Biography, Major Samuel Houston,father
Sam Houston Biography, Elizabeth Paxton,mother
Sam Houston Biography," Andrew Jackson Houston, Antoinette Power, Jr., Margaret, Mary William, Nancy Elizabeth, Sam Houston, Temple Lea Houston, William Rogers",children
Karl Dönitz Biography, Ingeborg Weber,Spouse/Ex-
Karl Dönitz Biography, Emil Dönitz,father
Karl Dönitz Biography, Anna Beyer,mother
Karl Dönitz Biography, Friedrich Dönitz,siblings
Karl Dönitz Biography," Klaus Dönitz, Peter Dönitz, Ursula Dönitz",children
Trey Gowdy Biography, Terri Gowdy,Spouse/Ex-
Trey Gowdy Biography," Harold Watson Gowdy, Jr",father
Trey Gowdy Biography, Novalene Gowdy,mother
Trey Gowdy Biography," Abigail Gowdy, Watson Gowdy",children
Strom Thurmond Biography," Jean Crouch (m. 1947–1960), Nancy Janice Moore (m. 1968–2003)",Spouse/Ex-
Strom Thurmond Biography, John William Thurmond,father
Strom Thurmond Biography, Eleanor Gertrude,mother
Strom Thurmond Biography," Essie Mae Washington-Williams, James Strom Thurmond Jr., Juliana Gertrude Thurmond Whitmer, Nancy Moore Thurmond, Paul Reynolds Thurmond",children
Marco Rubio Biography, Jeanette Dousdebes,Spouse/Ex-
Marco Rubio Biography, Mario Rubio,father
Marco Rubio Biography, Oria Garcia,mother
Marco Rubio Biography, Veronica Rubio,siblings
Marco Rubio Biography," Amanda Rubio, Anthony Rubio, Daniella Rubio, Dominic Rubio",children
George Wallace Biography," Cornelia Ellis Snively, Lisa Taylor, Lurleen Brigham Burns",Spouse/Ex-
George Wallace Biography, George Corley Wallace Sr.,father
George Wallace Biography, Mozell Smith,mother
George Wallace Biography," Bobbi Jo Wallace-Parson, George Wallace Jr., Janie Lee Wallace-Dye, Peggy Sue Wallace-Kennedy",children
Josip Broz Tito Biography," Herta Haas (m. 1940–1943), Jovanka Broz (m. 1952–1980), Pelagija Broz (m. 1919–1939)",Spouse/Ex-
Josip Broz Tito Biography, Franjo Broz,father
Josip Broz Tito Biography, Marija Javeršek,mother
Josip Broz Tito Biography, Martin,siblings
Josip Broz Tito Biography, Mišo Broz,children
Leonid Brezhnev Biography, Viktoria Brezhneva,Spouse/Ex-
Leonid Brezhnev Biography, metalworker Ilya Yakovlevich Brezhnev,father
Leonid Brezhnev Biography, Natalia Denisovna,mother
Leonid Brezhnev Biography," Vera, Yakov",siblings
Leonid Brezhnev Biography," Galina Brezhneva, Yuri Brezhnev",children
Robert Mugabe Biography," Grace Mugabe (m. 1996), Sally Hayfron (m. 1987–1992)",Spouse/Ex-
Robert Mugabe Biography, Gabriel Matibili,father
Robert Mugabe Biography, Bona,mother
Robert Mugabe Biography," Donato, Michael",siblings
Robert Mugabe Biography," Bellarmine Chatunga Mugabe, Bona Mugabe, Michael Nhamodzenyika Mugabe, Robert Peter Mugabe, Tinashé",children
Boris Yeltsin Biography, Naina Yeltsina,Spouse/Ex-
Boris Yeltsin Biography, Nikolai Yeltsin,father
Boris Yeltsin Biography, Klavdiya Vasilyevna Yeltsina,mother
Boris Yeltsin Biography," Elena Borisovna Okulova, Tatyana Yumasheva",children
Steve King Biography, Marilyn,Spouse/Ex-
Steve King Biography, Emmett King,father
Steve King Biography, Mildred King,mother
Ben Carson Biography, Lacena Rustin,Spouse/Ex-
Ben Carson Biography, Robert Solomon Carson,father
Ben Carson Biography, Sonya Copeland,mother
Ben Carson Biography," Ben Carson Jr., Murray Carson, Rhoeyce Carson",children
George Weah Biography, Clar Weah,Spouse/Ex-
George Weah Biography," William T. Weah, Sr.",father
George Weah Biography, Anna Quayeweah,mother
George Weah Biography," George, Timothy, Tita",children
Ferdinand Marcos Biography, Imelda Marcos,Spouse/Ex-
Ferdinand Marcos Biography, Mariano Marcos,father
Ferdinand Marcos Biography, Josefa Edralin,mother
Ferdinand Marcos Biography," Elizabeth Marcos-Keon, Fortuna Marcos-Barba, Pacifico Marcos",siblings
Ferdinand Marcos Biography," Aimee Marcos, Bongbong Marcos, Imee Marcos, Irene Marcos-Araneta",children
Davy Crockett Biography," Elizabeth Patton (m. 1815–1836), Polly Finley (m. 1806–1815)",Spouse/Ex-
Davy Crockett Biography, John Crockett,father
Davy Crockett Biography, Rebecca Hawkins Crockett,mother
Davy Crockett Biography," John Wesley Crockett, Margaret Finley Crockett, Matilda Crockett, Rebecca Crockett, Robert Crockett, William Finley Crockett",children
Roman Abramovich Biography," Dasha Zhukova (m. 2008), Irina Malandina (m. 1991–2007), Olga Yurevna Lysova (m. 1987–1990)",Spouse/Ex-
Roman Abramovich Biography, Arkadiy Abramovich,father
Roman Abramovich Biography, Irina Vasilevna Abramovich,mother
Roman Abramovich Biography," Anna Abramovich, Arina Abramovich, Arkadiy Abramovich, Ilya Abramovich, Sofia Abramovich",children
Robert McNamara Biography," Diana Masieri Byfield (m. 2004), Margaret Craig (m. 1940; d. 1981)",Spouse/Ex-
Robert McNamara Biography, Robert James McNamara,father
Robert McNamara Biography, Clara Nell Strange McNamara,mother
Robert McNamara Biography, Robert Craig McNamara,children
Benazir Bhutto Biography, Asif Ali Zardari (1987–2007),Spouse/Ex-
Benazir Bhutto Biography, Zulfiqar Ali Bhutto,father
Benazir Bhutto Biography, Nusrat Bhutto,mother
Benazir Bhutto Biography," Murtaza Bhutto, Sanam Bhutto, Shahnawaz Bhutto",siblings
Benazir Bhutto Biography," Aseefa Bhutto, Bakhtawar Bhutto Zardari, Bakhtwar Bhutto, Bilawal Bhutto Zardari",children
Franklin Pierce Biography, Jane Pierce (m. 1834),Spouse/Ex-
Franklin Pierce Biography," Benjamin Pierce, Benjamin Pierce",father
Franklin Pierce Biography, Anna B. Kendrick,mother
Franklin Pierce Biography," Benjamin Pierce, Franklin Pierce, Franklin Robert Pierce, Jr.",children
Enrique Peña Nieto Biography," Angélica Rivera (m. 2011), Mónica Pretelini Sáenz (m. 1993; d. 2007)",Spouse/Ex-
Enrique Peña Nieto Biography, Gilberto Enrique Peña del Mazo,father
Enrique Peña Nieto Biography, María del Perpetuo Socorro Ofelia Nieto Sánchez,mother
Enrique Peña Nieto Biography," Alejandro Peña Pretelini, Diego Peña Diaz, Nicole Peña Pretelini, Paulina Peña Pretelini",children
James K. Polk Biography, Sarah Childress,Spouse/Ex-
James K. Polk Biography, Samuel Polk,father
James K. Polk Biography, Jane Polk,mother
Jesse Ventura Biography, Theresa Larson Masters (m. 1975),Spouse/Ex-
Jesse Ventura Biography, George William Janos,father
Jesse Ventura Biography, Bernice Martha (née Lenz),mother
Jesse Ventura Biography, Tyrel Ventura Jade Ventura,children
John Tyler Biography," Julia Gardiner Tyler (m. 1844–1862), Letitia Christian Tyler (m. 1813–1842)",Spouse/Ex-
John Tyler Biography, John Tyler Sr.,father
John Tyler Biography, Mary Marot (Armistead),mother
John Tyler Biography," Alice Tyler, Anne Contesse Tyler, David Gardiner Tyler, Elizabeth Tyler, John Alexander Tyler, John Tyler, Julia Gardiner Tyler Spencer, Lachlan Tyler, Letitia Tyler Semple, Lyon Gardiner Tyler, Mary Tyler, Pearl Tyler, Robert Fitzwalter Tyler, Robert Tyler, Tazewell Tyler",children
John Glenn Biography, Anna Margaret Castor,Spouse/Ex-
John Glenn Biography, John Herschel Glenn,father
John Glenn Biography, Clara Sproat,mother
John Glenn Biography," Carolyn Ann Glenn, John David Glenn",children
Zachary Taylor Biography, Margaret Smith,Spouse/Ex-
Zachary Taylor Biography, Richard Taylor,father
Zachary Taylor Biography, Sarah Dabney (Strother) Taylor,mother
Zachary Taylor Biography, Joseph Pannell Taylor,siblings
Zachary Taylor Biography," Ann Mackall, Margaret Smith, Mary Elizabeth Bliss, Octavia Pannell, Richard Taylor, Sarah Knox Taylor",children
Cicero Biography," Publilia Brutus, Terentia",Spouse/Ex-
Cicero Biography, Marcus Tullius Cicero,father
Cicero Biography, Helvia,mother
Cicero Biography, Quintus Tullius Cicero,siblings
Cicero Biography," Marcus, Tullia",children
Rudy Giuliani Biography," Donna Hanover, Judith Giuliani, Regina Peruggi",Spouse/Ex-
Rudy Giuliani Biography, Harold Angel Giuliani,father
Rudy Giuliani Biography, Helen C. Giuliani,mother
Rudy Giuliani Biography," Andrew Giuliani, Caroline Giuliani",children
Pierre Trudeau Biography, Margaret Trudeau,Spouse/Ex-
Pierre Trudeau Biography, Charles-Émile Trudeau,father
Pierre Trudeau Biography, Grace Elliott,mother
Pierre Trudeau Biography," Charles Jr, Suzette",siblings
Pierre Trudeau Biography," Alexandre Trudeau, Justin Trudeau, Michel Trudeau",children
Jefferson Davis Biography," Sarah Knox Taylor, Varina Davis",Spouse/Ex-
Jefferson Davis Biography," Jefferson Davis Jr., Joseph Evan Davis, Margaret Howell Davis, Samuel Emory Davis, Varina Anne Davis, William Howell Davis",children
Martin Van Buren Biography, Hannah Hoes,Spouse/Ex-
Martin Van Buren Biography, Abraham Van Buren,father
Martin Van Buren Biography, Maria Hoes Van Buren,mother
Martin Van Buren Biography," Derike Van Buren, Lawrence Van Buren",siblings
Martin Van Buren Biography," Abraham, John, Martin, Smith",children
Joseph McCarthy Biography, Jean Kerr McCarthy,Spouse/Ex-
Joseph McCarthy Biography, Timothy McCarthy,father
Joseph McCarthy Biography, Bridget Tierney McCarthy,mother
Joseph McCarthy Biography, Tierney Elizabeth McCarthy,children
Mahathir Mohamad Biography, Siti Hasmah Mohamad Ali,Spouse/Ex-
Mahathir Mohamad Biography, Mohamad Iskandar,father
Mahathir Mohamad Biography, Wan Tempawan Wan Hanapi,mother
Mahathir Mohamad Biography," Habsah Mohamad, Johora Mohamad, Mahadi Mohamad, Mashahor Mohamad, Murad Mohamad, Mustaffa Mohamad, Omar Mohamad, Rafeah Mohamad",siblings
Mahathir Mohamad Biography," Maizura Mahathir, Marina Mahathir, Mazhar Mahathir, Melinda Mahathir, Mirzan Mahathir, Mokhzani Mahathir, Mukhriz Mahathir",children
Aung San Suu Kyi Biography, Michael Aris (m. 1972–1999),Spouse/Ex-
Aung San Suu Kyi Biography, General Aung San,father
Aung San Suu Kyi Biography, Daw Khin Kyi,mother
Aung San Suu Kyi Biography," Aung San Lin, Aung San Oo",siblings
Aung San Suu Kyi Biography," Alexander Aris, Kim Aris",children
Nelson Rockefeller Biography," Happy Rockefeller, Mary Rockefeller",Spouse/Ex-
Nelson Rockefeller Biography, John D. Rockefeller Jr.,father
Nelson Rockefeller Biography, Abby Aldrich Rockefeller,mother
Nelson Rockefeller Biography," David Rockefeller, John D. Rockefeller III, Laurance Rockefeller, Winthrop Rockefeller",siblings
Nelson Rockefeller Biography," Ann Rockefeller, Jr., Mark Rockefeller, Michael Rockefeller, Nelson Rockefeller, Rodman Rockefeller, Steven Clark Rockefeller",children
Walter Raleigh Biography, Elizabeth Throckmorton,Spouse/Ex-
Walter Raleigh Biography, Walter Raleigh,father
Walter Raleigh Biography, Catherine Champernowne,mother
Walter Raleigh Biography," Adrian Gilbert, Carew Raleigh, Humphrey Gilbert, John Gilbert",siblings
Walter Raleigh Biography," Carew, Walter",children
Ho Chi Minh Biography, Tang Tuyet Minh (m. 1926–1969),Spouse/Ex-
Ho Chi Minh Biography, Nguyễn Sinh Sắc,father
Ho Chi Minh Biography, Hoàng Thị Loan,mother
Ho Chi Minh Biography," Bạch Liên, Nguyễn Sinh Khiêm, Nguyễn Sinh Nhuận",siblings
Walter Mondale Biography, Joan Mondale,Spouse/Ex-
Walter Mondale Biography, Theodore Sigvaard Mondale,father
Walter Mondale Biography, Claribel Hope,mother
Walter Mondale Biography, Lester Mondale,siblings
Walter Mondale Biography," Eleanor Mondale, Ted Mondale, William H. Mondale",children
Ram Nath Kovind Biography, Savita Kovind,Spouse/Ex-
Ram Nath Kovind Biography, Maiku Lal,father
Ram Nath Kovind Biography, Kalawati,mother
Ram Nath Kovind Biography," Prashant, Swati",children
Chiang Kai-shek Biography," Chen Jieru, Mao Fumei, Soong May-ling, Yao Yecheng",Spouse/Ex-
Chiang Kai-shek Biography, Jiang Zhaocong,father
Chiang Kai-shek Biography, Wang Caiyu,mother
Chiang Kai-shek Biography," Chiang Ching-kuo, Chiang Wei-kuo",children
James A. Garfield Biography, Lucretia Garfield,Spouse/Ex-
James A. Garfield Biography, Abram Garfield,father
James A. Garfield Biography, Eliza Ballou Garfield,mother
James A. Garfield Biography," Abram Garfield, Edward Garfield, Eliza Garfield, Harry Augustus Garfield, Irvin M. Garfield, James Rudolph Garfield, Mary Garfield",children
James Buchanan Biography, James Buchanan Sr.,father
James Buchanan Biography, Elizabeth Spear,mother
James Buchanan Biography," b. 1793, d. 1791), d. 1839), d. 1849), d. 19-Dec-1826), d. 23-Jan-1840), d. 25-Jan-1895), d. 26-Sep-1832), d. 27-Jan-1825), d. 28-Aug-1801), d. 30-May-1811, d. 5-Dec-1804), Edward Young Buchanan (minister, Elizabeth Buchanan (b. 8-Mar-1800, Elizabeth Jane Buchanan Lane (Lane, George Washington Buchanan (b. 16-Apr-1808, Harriet Buchanan Henry (b. 5-Aug-1802, John Buchanan (b. 24-Nov-1804, Maria Buchanan Magaw Johnson Yates Fronk (b. 17-Dec-1795, Mary Buchanan (b. 1789, Sarah Buchanan Houston (b. 4-Nov-1797, William Speer Buchanan (b. 2-Oct-1805",siblings
Lavrentiy Beria Biography, Nina Gegechkori (m. 1921–1953),Spouse/Ex-
Dalai Lama Biography, Choekyong Tsering,father
Dalai Lama Biography, Diki Tsering,mother
Dalai Lama Biography," Jetsun Pema, Thubten Jigme Norbu, Tsering Dolma",siblings
Eleanor Roosevelt Biography, Franklin D. Roosevelt,Spouse/Ex-
Eleanor Roosevelt Biography, Elliott Bulloch Roosevelt,father
Eleanor Roosevelt Biography, Anna Rebecca Hall,mother
Eleanor Roosevelt Biography," Elliott Bulloch Roosevelt Jr., Gracie Hall Roosevelt",siblings
Eleanor Roosevelt Biography," Anna Roosevelt Halsted, Elliott Roosevelt, Franklin D. Roosevelt Jr., Franklin Delano Roosevelt Jr., James Roosevelt, John Aspinwall Roosevelt",children
Oliver Cromwell Biography, Elizabeth Bourchier,Spouse/Ex-
Oliver Cromwell Biography, Robert Cromwell,father
Oliver Cromwell Biography, Elizabeth Steward,mother
Oliver Cromwell Biography, Robina Cromwell,siblings
Oliver Cromwell Biography," Bridget Cromwell, Countess Fauconberg, Elizabeth Claypole, Frances Cromwell, Henry Cromwell, Mary Cromwell, Oliver Cromwell, Richard Cromwell, Robert Cromwell",children
Herbert Hoover Biography, Lou Henry Hoover,Spouse/Ex-
Herbert Hoover Biography, Jesse Hoover,father
Herbert Hoover Biography, Hulda Hoover,mother
Herbert Hoover Biography, Theodore J. Hoover,siblings
Herbert Hoover Biography," Allan Hoover, Herbert Hoover Jr.",children
Neville Chamberlain Biography, Anne Chamberlain,Spouse/Ex-
Neville Chamberlain Biography, Joseph Chamberlain,father
Neville Chamberlain Biography, Florence Kenrick,mother
Neville Chamberlain Biography," Austen Chamberlain, Beatrice Chamberlain, Ethel Chamberlain, Hilda Chamberlain, Ida Chamberlain",siblings
Neville Chamberlain Biography," Dorothy Chamberlain, Francis Chamberlain",children
Sarah Huckabee Sanders Biography, Mike Huckabee,father
Sarah Huckabee Sanders Biography, Janet Huckabee,mother
Sarah Huckabee Sanders Biography," David Huckabee, John Mark Huckabee",siblings
William Henry Harrison Biography, Anna Harrison (m. 1795–1841),Spouse/Ex-
William Henry Harrison Biography, Benjamin Harrison V,father
William Henry Harrison Biography, Elizabeth,mother
William Henry Harrison Biography, Carter Bassett Harrison,siblings
William Henry Harrison Biography, John Scott Harrison,children
